first_name,last_name,date_of_birth,gender,ssn,address,state,zip_code,income,credit_score,employment_status,loan_amount,loan_type,loan_status,num_existing_loans,default
Steven,Castaneda,3/9/2003,Female,236-83-4227,"7293 Nathan Via Suite 955, Keithfort, IN 41206",Rhode Island,43452,102829.09,774,Student,9927.44,Home Loan,Completed,1,1
Shane,Torres,11/23/1968,Female,487-36-9292,"21326 Weber Orchard, East Leah, TN 17537",Delaware,60873,47190.84,847,Student,39677.87,Personal Loan,Running,5,0
Jessica,Grimes,4/23/1983,Male,481-92-2341,"031 Sonia Meadows, Martineztown, KY 47511",Georgia,86302,51379.09,580,Employed,39176.63,Education Loan,Completed,0,0
Michele,Jones,5/21/1997,Male,437-75-0099,"65165 Moreno Alley Apt. 359, Lisaview, MS 81342",Ohio,72757,137578.35,647,Employed,93667.76,Personal Loan,Completed,1,0
Marie,Baker,8/31/1961,Male,787-77-7737,"23932 Robert Center, Lisafurt, WA 75769",Florida,3533,127818.38,728,Student,5165.76,Auto Loan,Completed,0,1
Jonathan,Baker,10/26/1982,Female,092-55-0599,"6015 Brandon Mall Suite 423, Michaelton, ND 03075",Oklahoma,2181,79004.99,748,Unemployed,27933.96,Credit Card Loan,Completed,5,1
Sherri,Rodriguez,11/26/1968,Male,301-15-6761,"37439 Trevino Rapids Suite 527, North Vincentborough, OH 20022",Kansas,26706,146914.72,405,Student,63934.69,Credit Card Loan,Completed,0,1
Clifford,Watkins,11/8/1981,Male,402-08-9457,"716 Amanda Mountains, Lake Drewmouth, LA 21101",Wisconsin,31148,182276.64,624,Unemployed,64169.46,Home Loan,Completed,5,1
James,Richard,11/26/1969,Male,183-93-3514,"240 Tracy Well Suite 943, New David, OR 34273",Louisiana,59199,81312.89,493,Retired,63056.42,Education Loan,Completed,3,1
James,Rodriguez,11/2/1958,Female,141-11-1860,"747 Gonzales Ports Apt. 262, South Rachelburgh, IA 05469",North Carolina,10798,141603.58,427,Unemployed,89581.9,Personal Loan,Completed,0,1
Ronald,Young,3/10/2004,Male,547-96-2837,"1589 Green Mountains, Lake Donald, MD 80555",New Mexico,57578,56741.26,771,Unemployed,54183.33,Education Loan,Running,0,1
John,Glover,1/14/1985,Female,007-40-7042,"65994 Wagner Parkway, Port Jeffery, IA 78340",Mississippi,34375,85600.95,525,Employed,39698.91,Home Loan,Running,2,1
Jesse,Harris,1/31/1972,Male,713-84-4385,"11255 Sharp Hill, West Natalie, DE 38377",Massachusetts,93895,67172.47,479,Retired,54925.01,Home Loan,Running,5,1
Kimberly,Mullins,9/23/1981,Female,382-79-2940,"8293 Jimmy Terrace, Taylorborough, UT 48544",Rhode Island,30493,111092.77,419,Self-employed,29539.99,Home Loan,Completed,5,1
Jenna,Clark,2/26/1964,Male,858-72-3996,"615 Ewing Summit Suite 730, East Paulbury, OK 37104",Delaware,94714,121578.22,769,Student,58760.88,Personal Loan,Completed,2,1
Tara,Hayes,7/20/1979,Male,183-35-3208,"PSC 6861, Box 3253, APO AA 45669",Utah,43989,37791.84,502,Self-employed,50865.53,Credit Card Loan,Completed,1,1
Debra,Hogan,5/3/2002,Male,225-16-5466,"22945 Andrew Shoals Apt. 271, West Traceyland, RI 86748",Ohio,24853,116590.01,334,Student,11018.39,Home Loan,Completed,5,1
Roy,Foster,11/1/1962,Female,633-08-7988,"746 Landry Crossroad, Williamsview, NE 55346",Montana,24715,171101.89,797,Unemployed,53623.59,Credit Card Loan,Running,5,1
Michelle,Williams,10/12/1987,Male,509-71-9050,"USS Curtis, FPO AA 92250",New York,63260,74134.27,348,Self-employed,14626.64,Credit Card Loan,Running,3,1
Jasmine,Lopez,1/26/1969,Female,025-94-2830,"85035 Matthew Crest, Anthonybury, DE 99690",Alabama,75887,49015.23,811,Student,16271.31,Personal Loan,Completed,1,0
Colin,Brown,1/8/2004,Male,204-15-5772,"960 Gibbs Junction Suite 379, West Christopher, MT 30626",Montana,29491,167452.39,783,Unemployed,19689.12,Home Loan,Completed,0,1
Danny,Mcdonald,3/2/1977,Male,611-45-2845,"69205 Michelle Crescent, Port Marissa, MS 18140",Indiana,36459,103887.59,481,Self-employed,7775.96,Education Loan,Completed,1,1
Trevor,Hernandez,9/12/2001,Female,126-86-8894,"06273 Maria Brook, New Anthony, MI 64525",Wyoming,70260,97216.93,748,Self-employed,63648.86,Home Loan,Completed,4,1
Jason,Chandler,9/5/1960,Male,783-48-9984,"90130 Adam Junctions, South Matthew, AL 74515",Indiana,73612,74798,392,Retired,16989.13,Personal Loan,Completed,2,1
Natasha,Baird,10/12/1996,Female,375-74-4900,"230 Patricia Prairie, Wagnerland, AK 74324",New Jersey,55403,135605.2,724,Employed,29571.33,Auto Loan,Running,1,1
Dakota,Maynard,7/18/1962,Male,100-44-9762,"16862 Peterson Point, East Jennifermouth, MN 15126",Minnesota,93598,144571.09,563,Unemployed,24319.82,Home Loan,Completed,1,1
Cynthia,Gill,2/16/1961,Female,828-22-7064,"208 Austin Haven, East Melinda, WA 16285",Wisconsin,20901,111264.65,704,Self-employed,42619.96,Credit Card Loan,Completed,0,0
Jessica,Williams,3/23/1970,Male,378-06-7889,"88690 Ronald Trail Suite 592, Johnshire, SD 01659",North Dakota,13979,93270.52,408,Unemployed,29323.5,Credit Card Loan,Running,2,1
Laura,Moore,11/6/1992,Female,833-88-7508,"03963 Chad Forest Suite 661, Aaronville, AZ 19169",Indiana,88277,82644.18,389,Retired,91038.96,Home Loan,Running,5,1
Roy,Hansen,5/16/1973,Male,271-90-0170,"809 John Brooks, Powellbury, FL 43152",Massachusetts,20913,121752.06,381,Unemployed,67428.78,Auto Loan,Running,2,1
Leonard,Moore,5/8/1986,Male,305-15-2221,"45455 Perez Course, West Georgefurt, HI 98578",Connecticut,54514,110513.87,591,Student,59403.09,Credit Card Loan,Running,1,0
Logan,Garcia,12/28/1968,Male,322-52-0711,"36894 Michael Valleys, Jasonshire, IA 57575",New Mexico,93250,60991.35,781,Student,35771.25,Credit Card Loan,Running,1,0
Sylvia,Meyer,12/1/1966,Female,484-10-2403,"96471 Orozco Gateway Suite 991, Austinburgh, NV 59956",West Virginia,79209,67128.04,309,Student,46624.66,Auto Loan,Running,1,1
Yolanda,Jones,11/16/2003,Female,388-92-1500,"2578 Daniel Harbors Apt. 981, Lake Craig, MA 78053",Ohio,64749,117578.34,427,Unemployed,74940.9,Personal Loan,Running,4,1
Keith,Bauer,12/1/1993,Female,614-87-0323,"81338 Eric Corner, West Kennethborough, WV 26101",North Carolina,40402,97200.51,322,Retired,72343.2,Personal Loan,Running,2,1
Curtis,Rodriguez,9/20/1968,Male,466-63-3645,"980 Johnson Course, New Jeffreybury, DC 33365",Nevada,99887,34599.25,685,Student,10992.14,Home Loan,Completed,2,0
Krystal,Stone,6/3/2001,Female,269-52-8545,"388 Jones Views Apt. 126, New Briannatown, AL 26115",Kentucky,41507,98323.44,806,Student,12468.16,Credit Card Loan,Completed,2,0
William,Lowe,8/30/1996,Male,152-41-5292,"0254 Miller Port, Port Rebecca, PA 54499",Washington,47508,167538.95,504,Student,64120.12,Personal Loan,Completed,2,1
Matthew,Gonzalez,12/14/1999,Female,438-93-8856,"6690 Jeffrey Gardens, South Jocelynshire, WV 44312",Minnesota,75651,136941.17,815,Unemployed,25036,Auto Loan,Running,2,1
Courtney,Mata,9/18/1969,Female,021-21-1351,"746 Rachel Isle Apt. 210, South Leah, SC 88791",West Virginia,43032,44382.21,848,Employed,12874.87,Personal Loan,Completed,1,0
Kristina,Smith,5/1/1979,Male,086-68-5930,"55801 Dillon Islands, Underwoodborough, WI 27554",Minnesota,67891,108966.59,566,Student,34744.84,Personal Loan,Running,2,1
Craig,Fischer,8/8/1980,Male,438-76-0751,"43317 Jason Mount Suite 028, Susanfort, CT 38114",Kentucky,49288,135780.9,453,Student,80049.07,Education Loan,Running,1,1
Yolanda,Young,2/12/1977,Male,486-54-2778,"741 Paula Mills, Port Jamesfurt, NH 03144",Mississippi,41033,173685.01,842,Retired,42623.48,Credit Card Loan,Running,4,0
Gloria,Nichols,5/29/1992,Male,476-04-2666,"984 Jason Grove, Stephaniemouth, NH 70650",Arizona,70768,82075.18,786,Student,29015.84,Auto Loan,Running,1,0
Timothy,Cox,6/10/1982,Male,214-45-9267,"647 Humphrey Land, South Rebecca, AR 66169",Alabama,83100,145042.2,771,Self-employed,77235.85,Auto Loan,Running,1,0
Mark,Brown,5/17/1963,Female,441-60-5170,"0472 Avery Mountains Apt. 738, Richardmouth, NY 82444",Arizona,44382,112673.93,794,Student,76059.74,Personal Loan,Running,2,1
Joseph,Robinson,1/24/1986,Male,521-82-3701,"70031 Sharon Way Suite 388, South Vincentstad, WY 71961",Florida,45144,96204.94,600,Employed,19329.94,Personal Loan,Running,2,1
Derek,Hunter,11/2/1976,Female,784-65-5352,"9705 Sarah Lake, Port Gabrielle, UT 84551",Texas,15667,146811.93,513,Retired,63409.11,Personal Loan,Running,2,1
Maria,Lynch,8/14/1963,Male,047-16-0426,"3654 Wilson Ford Apt. 929, New Lynnstad, CO 61606",Virginia,43599,51150.51,442,Self-employed,8126.49,Auto Loan,Completed,4,1
Greg,Wise,2/22/1984,Male,439-15-1411,"7935 William Throughway Apt. 063, Robertsshire, DE 66164",Louisiana,77323,199874.46,656,Employed,28672.37,Personal Loan,Running,2,0
Adam,Swanson,2/3/1968,Male,709-91-8648,"0815 Morgan Crossing Suite 238, South Maryburgh, IL 73953",Connecticut,21348,131178.46,756,Self-employed,41192.35,Home Loan,Completed,5,1
Megan,Kent,10/21/1971,Male,086-86-2243,"092 Anderson Track Apt. 112, Port Shelley, OK 74360",Massachusetts,5478,80635,308,Unemployed,45388.28,Education Loan,Completed,1,1
Taylor,Cohen,11/9/1957,Female,883-64-6536,"745 Acosta Views Apt. 931, Kimberlyville, VA 35600",Iowa,97506,74594.3,487,Retired,76400.35,Personal Loan,Running,5,1
Andrew,Bradley,1/20/1971,Male,741-96-4292,"203 Danielle Rest, Seanbury, AR 65908",Wyoming,45506,75790.26,606,Unemployed,7062.68,Auto Loan,Completed,0,1
Noah,Norris,10/25/1957,Female,117-16-7033,"29701 Thornton Lane Apt. 393, Reynoldsview, OH 30228",Maine,79228,160826.1,792,Student,26749.25,Personal Loan,Running,4,0
Laurie,Parker,11/28/1979,Male,800-23-2079,"98012 Davis Park Suite 904, West Kellyberg, GA 85657",Alaska,47229,102596.46,334,Student,41206.72,Personal Loan,Running,4,1
Holly,Lopez,11/23/1967,Female,564-59-3300,"640 English Point, Lake Emily, NJ 21989",Missouri,12180,187619.6,543,Student,77187.29,Personal Loan,Running,2,1
Bradley,Reed,11/7/1981,Male,107-69-2107,"PSC 9130, Box 5746, APO AA 50501",Wyoming,13791,34704.33,600,Self-employed,75302.99,Credit Card Loan,Completed,4,1
Amy,Bush,5/21/1978,Male,417-85-9754,"8229 Hoffman Rapid, Rachelton, OK 88091",Pennsylvania,35449,161024.7,330,Employed,61314.06,Personal Loan,Completed,5,1
Haley,Jimenez,10/6/1964,Male,024-84-4727,"9462 Shelby Springs, Port James, PA 08575",Mississippi,69017,121186.36,850,Unemployed,82277.33,Home Loan,Completed,4,1
Ricky,Bates,7/6/1987,Female,192-90-9296,"9331 Prince Stream Apt. 562, North Christopher, MN 98463",Maryland,15339,45090,759,Employed,9562.41,Home Loan,Completed,0,0
Michele,Yang,7/5/1966,Male,031-74-2006,"48295 Ingram Terrace, Scotthaven, MN 06524",Washington,69991,75317.8,369,Employed,50579.32,Home Loan,Completed,5,1
Peter,Mcmahon,4/15/1982,Male,315-76-9847,"USCGC Villanueva, FPO AP 30105",Missouri,15886,105908,611,Unemployed,43918.91,Credit Card Loan,Completed,0,1
Emily,Medina,7/31/1969,Male,303-94-6791,"744 Monica Ranch Apt. 173, Khanbury, MS 29070",Pennsylvania,75525,185399.49,783,Employed,22071.35,Home Loan,Completed,0,0
John,Jackson,9/24/1995,Male,807-26-0731,"97619 Hayes Gardens, New Jerrybury, CO 02616",New Jersey,47307,88454.04,694,Student,75719.09,Education Loan,Completed,4,1
Mikayla,Hanna,11/5/1968,Female,747-81-3092,"PSC 6039, Box 2984, APO AA 32011",Pennsylvania,32677,116531.57,803,Unemployed,33733.43,Auto Loan,Completed,5,1
Kyle,Newman,8/12/1975,Male,442-55-1279,"486 Kenneth Skyway Apt. 962, Port Nancy, MI 86144",Connecticut,94874,22968.29,381,Retired,16060.64,Personal Loan,Completed,5,1
Joel,Peterson,1/4/1971,Male,258-98-9656,"2250 David Divide, Lake Travisfort, OK 66416",Wyoming,15689,198135.24,717,Self-employed,6916.73,Credit Card Loan,Running,5,0
Misty,Martinez,11/24/1979,Male,751-21-3689,"860 Kevin Mountain Apt. 748, Boltonhaven, MI 19938",Oregon,67221,188854.47,826,Employed,59612.19,Credit Card Loan,Running,3,0
Christine,Parker,4/30/1994,Female,470-18-1129,"2369 Sullivan Ramp, East Kathleen, NC 76661",Ohio,53629,35652.82,600,Employed,16817.88,Education Loan,Completed,2,1
Larry,Jarvis,10/18/1985,Female,101-34-1621,"5491 Robert Manor Apt. 588, Rodneyside, KY 62440",California,91224,52529.5,338,Student,12373.38,Auto Loan,Completed,2,1
Thomas,Holder,7/5/1969,Male,859-61-6765,"5545 Bryan Vista, Drakeburgh, KS 61041",Massachusetts,47322,108574.26,423,Employed,65862.36,Home Loan,Running,3,1
David,Rodriguez,3/11/1958,Male,170-75-8033,"8028 Lewis Bypass Apt. 417, West Jamestown, SC 08464",Indiana,76012,75026.67,604,Self-employed,73187.09,Education Loan,Running,2,0
Christine,Davis,5/21/1981,Male,610-44-9279,"0760 Moody Forks Apt. 598, Tylerhaven, MS 22973",Florida,21568,46935.41,755,Unemployed,68419.88,Credit Card Loan,Running,1,1
Lauren,Malone,2/22/2003,Female,669-41-7676,"4991 Angela Course Apt. 692, Amandachester, OK 03160",West Virginia,47322,60661.57,730,Retired,80818.71,Home Loan,Running,3,0
Dawn,Dean,5/13/1982,Female,503-74-0952,"Unit 0217 Box 1554, DPO AA 03671",Oregon,79776,193542.66,303,Employed,48782.2,Auto Loan,Running,2,1
James,Black,5/9/1970,Male,175-81-8514,"2815 Watson Turnpike, Alanland, WV 95696",Minnesota,30575,125707.53,667,Self-employed,80093.06,Auto Loan,Completed,0,0
Samantha,Sims,6/1/1982,Male,249-95-5848,"881 Maria Mission Apt. 302, East Annette, MI 80837",New Hampshire,58320,38489.52,664,Retired,99714.1,Credit Card Loan,Completed,0,1
Edward,Carter,8/25/2001,Female,709-45-6068,"64143 Goodman Loaf, Garciaburgh, OK 38711",Indiana,73487,190935.04,435,Unemployed,43415.31,Credit Card Loan,Running,1,1
Corey,Rose,11/12/1966,Male,648-98-0550,"7472 Beth Fort, West Karenfurt, MA 40427",Nebraska,96186,192162.11,598,Self-employed,89307.15,Education Loan,Running,0,0
Haley,Diaz,7/5/1989,Female,769-03-0704,"028 Daniel Freeway, Kaylaburgh, IL 55783",Vermont,90553,34232.36,490,Student,45794.72,Home Loan,Running,5,1
Collin,Jenkins,9/24/1997,Male,040-93-5990,"677 Stevens Trail, Amandashire, NY 77548",Florida,84379,144302.83,490,Unemployed,69012.58,Education Loan,Completed,5,1
Cameron,Wright,3/27/1958,Male,145-87-1304,"USS Bradley, FPO AA 17002",Arkansas,38779,139636.12,407,Unemployed,21095.35,Auto Loan,Running,2,1
Johnny,Garrett,9/25/1990,Male,644-83-5151,"387 John Knolls Apt. 131, Oliviafurt, OH 24655",Minnesota,30882,78719.8,753,Unemployed,75377.06,Personal Loan,Completed,0,1
Sarah,Thomas,9/12/1972,Female,330-08-8439,"4333 Marissa Park, Brittanystad, OH 98750",Delaware,45792,21171.8,396,Student,22950.22,Home Loan,Completed,2,1
John,Smith,1/8/1984,Male,764-89-1879,"2218 Bauer Canyon, South Timothy, WV 08354",Kentucky,39603,83612.53,526,Self-employed,17702.18,Personal Loan,Completed,4,1
Kristen,Barron,11/21/1998,Male,020-72-0118,"701 Raymond Gateway, Lopezstad, IN 49500",North Carolina,92047,92662.93,784,Unemployed,18581.11,Home Loan,Running,2,1
Andrew,Jackson,5/8/1972,Male,615-85-1016,"721 Michele Harbor Apt. 631, South Ryanland, MT 46142",Washington,7487,186472.48,595,Employed,16041.38,Home Loan,Completed,0,1
Tami,Wade,7/5/1957,Female,495-45-5382,"USNS Roth, FPO AE 64421",Kansas,72457,191922.4,795,Employed,49640.37,Personal Loan,Running,5,1
Elizabeth,Arroyo,11/27/1958,Female,727-64-5360,"04027 Rhonda Lodge Apt. 521, Elizabethville, WV 02000",California,4989,149610.15,733,Unemployed,88470.51,Home Loan,Completed,1,1
Jason,Werner,12/30/1980,Male,569-52-7723,"Unit 3781 Box 9962, DPO AE 91422",Texas,2640,70633.31,569,Employed,25475.78,Credit Card Loan,Completed,0,1
Matthew,Pierce,5/31/1964,Female,055-21-7702,"04453 Miles Fall Suite 554, West Jonathan, CA 96039",Maryland,51105,85407.32,362,Unemployed,40939.72,Auto Loan,Running,5,1
James,Carter,1/4/1985,Female,616-19-5481,"64404 Sean Mission Apt. 128, South Anachester, MN 84425",Pennsylvania,86307,186200.53,341,Self-employed,70985.78,Home Loan,Completed,4,1
Stephen,Jones,12/13/1996,Female,272-55-4540,"4772 Barnes Radial Apt. 949, Lake Sara, WV 84750",Nevada,69286,106093.72,528,Student,92535.58,Education Loan,Running,5,1
Benjamin,Bradshaw,10/2/1993,Female,406-62-4518,"USCGC Olsen, FPO AA 16293",Montana,31058,20473.66,786,Unemployed,60184.17,Education Loan,Running,1,1
Eric,Diaz,10/5/1966,Female,094-88-1609,"337 Hensley Wells Apt. 003, Jonesburgh, TX 39249",Tennessee,81271,64957.69,671,Unemployed,88891.66,Home Loan,Completed,2,1
Kaitlyn,Willis,8/29/1958,Male,359-74-6160,"60907 Erika Roads, West Julie, WV 16841",Indiana,64468,180314.9,731,Unemployed,57616.93,Credit Card Loan,Completed,1,1
Jeffrey,Morris,5/29/1998,Male,865-84-5695,"770 Robert Orchard, East Gary, VT 43118",South Dakota,42372,147320.42,464,Student,19443.78,Home Loan,Running,4,1
Russell,Parker,3/18/1972,Female,840-09-2095,"11566 Lisa Courts, North Kurt, MT 34209",Wisconsin,38627,154451.33,675,Employed,68011.01,Auto Loan,Completed,4,0
Lisa,Barnes,6/2/1960,Female,401-35-5515,"1574 Gray Union Suite 301, Lewisborough, IA 04630",Connecticut,80260,105163.51,568,Employed,99069.25,Credit Card Loan,Completed,1,1
Mary,Andrews,3/23/1993,Female,862-24-3414,"128 Kelly Throughway, Lake Ericborough, KY 60285",Alaska,73145,71404.22,839,Self-employed,71204.1,Home Loan,Running,0,0
Kyle,Rice,12/24/1999,Male,711-38-1212,"796 Allison Ford Apt. 643, South Rachel, CO 27968",Pennsylvania,19664,62698.26,716,Self-employed,59759.64,Personal Loan,Running,4,0
Raymond,Ingram,7/10/1979,Male,558-82-9340,"54635 Barry Plaza, West Stephanieberg, PA 14789",Connecticut,41586,90683.88,778,Student,86570.53,Home Loan,Running,4,0
Eddie,Moore,7/3/1983,Female,471-46-2434,"PSC 9723, Box 5078, APO AE 40654",Vermont,93490,186443.36,719,Unemployed,80252.07,Education Loan,Completed,5,1
Melissa,Garza,2/27/1966,Male,008-17-6458,"1603 Angela Pine Suite 929, Millerborough, IL 33708",Louisiana,54551,136048.57,471,Unemployed,93438.92,Auto Loan,Running,2,1
Ronald,Wilson,11/22/1997,Female,374-58-7982,"PSC 0455, Box 6819, APO AP 55383",Nebraska,33988,58493.23,538,Student,82060.48,Auto Loan,Running,1,1
Nichole,Kramer,1/17/1962,Female,004-69-3425,"216 Harris Viaduct, Port Kevin, NM 62123",Maryland,66574,63129.81,828,Employed,96099.75,Credit Card Loan,Running,4,0
Alexander,Harris,7/12/2000,Female,713-24-9274,"274 Griffith Forks, Carterfurt, IN 71153",Missouri,30134,114750.25,581,Unemployed,82855.56,Education Loan,Running,4,1
Kimberly,Wallace,11/9/1987,Female,392-72-3247,"4150 Veronica Islands Suite 114, North Nicole, IL 93824",Maine,94241,195062.69,651,Self-employed,92108.21,Auto Loan,Running,4,0
Stephanie,Rodriguez,7/28/1972,Male,067-74-9996,"3315 Samantha Rapids, Reyesfort, CO 33153",Rhode Island,93717,82580.74,798,Retired,39987.94,Personal Loan,Running,5,0
Deborah,Newman,7/3/1989,Female,224-61-6118,"15683 Tara Ridges, Smithstad, AK 38345",Colorado,51340,122219.42,660,Employed,65546.29,Credit Card Loan,Completed,0,1
Ronald,Atkins,4/11/1960,Male,248-76-5030,"08979 Mathis Plains Suite 548, Brockland, TN 62480",Arizona,44106,46321.27,381,Employed,21731.56,Credit Card Loan,Running,0,1
Alexandra,Jefferson,11/1/1957,Male,509-93-1557,"3135 Leslie Junctions Suite 761, Richardsonmouth, ND 34370",Alabama,15626,143494.94,372,Employed,9857.11,Credit Card Loan,Completed,4,1
Craig,Myers,3/11/1977,Female,231-39-3563,"9675 Carrillo Camp Suite 368, Stephenburgh, UT 15551",Kansas,40131,50553.76,631,Employed,93667.26,Education Loan,Completed,1,0
Bryan,Smith,2/28/1983,Female,389-88-9156,"73577 Torres Field Apt. 028, South Connie, CO 44731",Connecticut,13950,186895.33,353,Student,35067.55,Personal Loan,Running,5,1
Karen,Alvarez,9/13/1964,Female,681-67-7712,"1454 Ashley Extensions Suite 208, Juanton, KS 20818",Kansas,2716,134255.76,702,Self-employed,52316.34,Credit Card Loan,Completed,3,0
Shawn,Mccall,5/27/1992,Male,582-59-5219,"3742 Smith Path, South Robyn, CT 23764",Alabama,22438,164616,664,Retired,98687.09,Personal Loan,Running,3,0
William,Day,9/26/2003,Female,472-04-1044,"7653 Stanley Causeway, West Heather, NJ 72426",Kansas,84779,65113.76,615,Self-employed,82344.99,Personal Loan,Running,1,1
Danielle,Marquez,2/1/1971,Male,017-10-5197,"4949 Daniel Village, North Christopher, VT 45948",Georgia,47829,172396.38,844,Student,25077.9,Credit Card Loan,Running,1,0
Christy,Gilbert,11/27/1983,Female,010-21-2810,"92864 Flores Turnpike, Hillborough, FL 67460",Indiana,50255,174480.33,527,Self-employed,80468.33,Education Loan,Completed,2,1
Martha,Vasquez,7/13/1976,Female,381-19-0796,"22499 Hudson Pass, New Stephanieton, UT 27926",West Virginia,10350,131523.53,570,Retired,80619.77,Home Loan,Running,3,1
Sydney,Jacobs,1/22/1960,Female,563-79-2436,"26843 Jeffrey Extension, North Jessemouth, IA 34016",New Jersey,99763,105274.09,677,Student,93418.01,Auto Loan,Completed,3,1
Amy,Cruz,6/18/1990,Female,833-85-8463,"5543 Maldonado Dale Apt. 121, East Joel, NY 80955",Hawaii,63696,112078.44,752,Retired,22009.93,Auto Loan,Running,5,0
Mary,Garcia,4/1/1998,Female,739-05-6935,"72715 Ronnie Center, Robinport, GA 01030",South Dakota,35629,48081.56,727,Student,76432.47,Education Loan,Completed,3,0
Lisa,Williamson,8/13/1958,Female,588-52-9570,"035 Rogers Haven, Harrisberg, CO 20002",Alaska,99753,31159.96,847,Retired,43041.45,Credit Card Loan,Running,3,0
Jerry,Lane,12/15/1958,Male,688-35-3191,"412 Scott Knoll, East Brooke, MD 52118",Georgia,37727,23452.35,377,Self-employed,91527.14,Education Loan,Completed,5,1
William,Craig,7/18/1996,Male,770-32-0172,"48229 Parker Brooks, Lake Joshuaport, MI 40602",Ohio,15930,45288.34,839,Retired,18888.98,Home Loan,Running,5,1
Rachel,Smith,12/23/1958,Female,404-21-7203,"2102 Pearson Estates Apt. 750, Williamsbury, NJ 65146",Maryland,65273,77112.09,384,Unemployed,59490.8,Home Loan,Completed,4,1
Taylor,Wilkinson,3/25/1995,Female,899-03-3586,"775 Robert Forks, North Anthonymouth, KS 11692",Nevada,67857,179268.94,558,Retired,9719.59,Education Loan,Running,3,1
Christopher,Solis,8/26/1991,Female,681-36-7237,"1370 Price Throughway Suite 670, Mcintoshbury, MO 55330",Washington,95826,49662.26,542,Unemployed,97826.41,Home Loan,Completed,3,1
Adam,Vaughn,4/24/1986,Female,866-12-4040,"696 Heather Via, Taylorton, CA 65174",Rhode Island,47448,64588.92,324,Student,14290.23,Personal Loan,Completed,3,1
David,Lopez,10/25/1960,Male,317-58-5103,"34964 Burgess Spring Suite 113, Livingstonport, CT 64456",North Dakota,20026,187626.68,744,Retired,38841.54,Home Loan,Completed,3,1
Kelly,Horton,10/13/1962,Male,103-94-0318,"6067 Davies Way Apt. 600, Dunnside, AL 61308",Rhode Island,62625,134968.93,341,Unemployed,31413.62,Education Loan,Running,2,1
Kayla,Martin,5/15/1969,Male,286-09-6256,"60348 Dawn Crossroad Suite 115, North Mariatown, MS 05357",Kansas,53092,75524.98,635,Self-employed,95823.06,Home Loan,Running,1,0
Jared,Patterson,5/15/1962,Male,012-69-1109,"8627 Tammy Stream Suite 649, Lake Timothyton, AZ 85126",Mississippi,49269,170333.09,596,Student,93054.15,Personal Loan,Completed,3,0
Joseph,Keller,7/25/1977,Female,274-28-8866,"5878 Kristine Circle Apt. 081, West Christian, TX 88078",West Virginia,79909,175049.58,807,Unemployed,93282.78,Education Loan,Running,2,1
Charles,Deleon,4/27/1976,Female,164-21-1610,"7323 Clinton Islands Apt. 830, Anntown, CA 41472",Missouri,95936,185295.83,689,Self-employed,83336.59,Personal Loan,Completed,5,0
Michael,Pittman,10/12/1955,Male,679-49-7103,"93749 Jones Branch, New Chelsea, NE 71650",New Jersey,14235,66491.47,300,Self-employed,85413.32,Education Loan,Running,5,1
Robert,Cooper,12/13/1989,Female,296-21-8364,"5040 Joyce Freeway, East Michaelfort, WI 57245",Mississippi,88746,120505.83,833,Retired,59919.14,Home Loan,Completed,4,0
Mark,Smith,4/15/1961,Male,774-51-2202,"31727 Howard Mount, Lake Joseph, KS 95426",Colorado,80861,195462.95,698,Employed,31549.05,Personal Loan,Completed,5,0
Jeanette,Cobb,10/30/1976,Male,369-64-0218,"25834 Brown Common Suite 226, Bethland, NH 87722",Kentucky,12107,168808.76,441,Employed,56371.44,Education Loan,Completed,1,1
James,Kelley,7/23/1983,Male,418-39-9760,"39824 Kathryn Fort, New Caitlinport, AK 84540",Massachusetts,68974,126865.6,328,Unemployed,56272.53,Personal Loan,Completed,4,1
Kevin,Duncan,6/18/1979,Male,573-72-5546,"3374 White Wall Suite 061, Melissaland, NH 35267",Connecticut,57736,84327.91,504,Retired,99954.1,Personal Loan,Completed,0,1
Michelle,Leach,6/14/1973,Female,171-59-1952,"326 Jones Unions Suite 667, East Julieside, ID 28080",Michigan,99470,109793.92,387,Student,54673.73,Education Loan,Completed,5,1
Tamara,Valdez,5/20/1984,Male,087-94-3420,"USNV Garcia, FPO AA 62332",Oklahoma,14322,86914.45,425,Unemployed,59051.52,Personal Loan,Completed,1,1
Veronica,Ryan,1/16/1993,Male,297-34-4100,"208 Frank Roads, Sarahborough, MD 88478",Washington,86416,34307.23,467,Self-employed,70959.02,Education Loan,Running,3,1
Lee,Espinoza,4/30/1996,Male,810-20-6789,"217 Patrick Fork Suite 696, South Jennifer, AK 51006",California,35445,53372.18,392,Retired,13237.4,Credit Card Loan,Completed,5,1
Maria,Bell,11/9/1995,Male,558-56-3158,"326 Tammy Lodge, Port Staciebury, AL 75701",New Jersey,73125,118230.17,393,Self-employed,27597.52,Home Loan,Completed,2,1
Mary,Willis,2/4/1973,Male,201-59-0351,"613 Mary Knolls Suite 293, West Lindseyport, OR 87619",North Dakota,23638,89023.21,847,Self-employed,13744.05,Education Loan,Running,5,1
Michelle,Walker,5/28/1956,Female,352-13-4550,"PSC 4832, Box 8686, APO AE 11122",Alaska,43366,118717.46,395,Self-employed,94236.12,Credit Card Loan,Completed,5,1
Virginia,Wolf,10/26/1978,Female,546-91-8826,"65521 Boyd Throughway Suite 935, Collinmouth, WI 53485",Vermont,65583,164027.68,726,Student,9983.12,Personal Loan,Running,4,1
